Id,SalePrice
1461,123110.74737060415
1462,150915.7927158905
1463,177323.58748070817
1464,179822.14453216988
1465,190120.37593507182
1466,186494.3423614348
1467,163666.8202396082
1468,175788.0828654866
1469,183868.36647766797
1470,125265.65227427127
1471,206719.2537634772
1472,94297.53132196788
1473,100016.68724309998
1474,154844.4243119754
1475,154589.39000496818
1476,378922.4602654314
1477,242843.59353032222
1478,311425.21920153697
1479,233403.53930282834
1480,413232.3508370526
1481,338219.57796660194
1482,204546.3748108246
1483,167835.64896684623
1484,182122.19550383528
1485,172366.13782352748
1486,196177.40331996043
1487,333354.1273442325
1488,237138.80572855484
1489,208829.51534878835
1490,188726.78176247963
1491,199559.07346109502
1492,102245.22737354987
1493,172838.32250281153
1494,297085.88231440115
1495,297928.26715667703
1496,233861.3769060441
1497,186894.92410105324
1498,151985.865492404
1499,151144.84075239993
1500,151234.5406326552
1501,175228.20311775335
1502,166078.13946055918
1503,288851.01030424447
1504,225296.75799901123
1505,216474.61767272907
1506,178190.54862361416
1507,222194.5450082581
1508,193690.51473236745
1509,168674.0466884387
1510,150890.80930997117
1511,154286.41961094012
1512,163531.91504110422
1513,161949.61167911606
1514,162216.30503443396
1515,174040.44944517192
1516,164736.2939993295
1517,150050.2549521776
1518,133451.1041545046
1519,221169.84268150758
1520,140399.75399163362
1521,144983.08339403852
1522,161118.57144157906
1523,113155.40323394682
1524,125222.66676440182
1525,123350.14915326795
1526,127170.47471313027
1527,101435.07864992705
1528,128190.54668891239
1529,140863.55709076909
1530,170233.12850105442
1531,123605.1555611196
1532,110746.98222255713
1533,145970.50512753613
1534,117171.12581471879
1535,152758.36769360577
1536,110813.35030880742
1537,73292.4218081536
1538,181286.92104310007
1539,184077.4649479712
1540,111525.21210372954
1541,134682.18860248209
1542,139583.09781717756
1543,203885.13321428545
1544,80457.43387842244
1545,97330.95375349701
1546,111785.54939599475
1547,143107.7699640304
1548,133688.46995848883
1549,104500.51192778062
1550,141659.15572209694
1551,114017.53252268127
1552,134298.13273727623
1553,142051.80936805642
1554,115089.87410972369
1555,167292.67367166266
1556,95067.98871237627
1557,133884.55173259202
1558,84639.6510495599
1559,106002.2768603404
1560,142674.274313363
1561,138582.57845145804
1562,126323.12692774297
1563,124909.75210835248
1564,165613.76015583522
1565,154271.78923615033
1566,226654.4943289206
1567,76502.44809083834
1568,226420.99405275562
1569,136535.13836695868
1570,124295.91408696696
1571,126352.69598965083
1572,144877.85036438197
1573,242669.79058625505
1574,108223.08407041698
1575,214182.75936411571
1576,212846.47786673962
1577,213787.3182691188
1578,152438.08189383664
1579,145399.6941618619
1580,191452.71407858073
1581,142120.9767892889
1582,130883.55332613965
1583,319259.4501135303
1584,237474.9782143131
1585,141585.92080666314
1586,77462.09252607927
1587,106167.98483956943
1588,150666.3678555764
1589,113747.64738605348
1590,130071.35600975796
1591,105755.41378968116
1592,120244.69719244888
1593,116163.66658198702
1594,122146.29800508785
1595,108424.9305916102
1596,227937.50293325045
1597,164552.56077348822
1598,186115.62188665834
1599,206088.24259590887
1600,194265.06034604408
1601,72097.6518113
1602,106734.34669756876
1603,95182.02073573956
1604,290568.4558071588
1605,255121.5202342548
1606,166562.28446961794
1607,154137.08579435176
1608,223842.73001509946
1609,210847.58109854013
1610,160512.5384526486
1611,145210.56081261134
1612,158441.09308813736
1613,159103.14455505635
1614,115925.9854978714
1615,88328.87666867733
1616,85155.03663223347
1617,87794.59462042306
1618,127962.47561816625
1619,124865.76359717005
1620,143818.11421729912
1621,139498.92548454844
1622,142099.12266450774
1623,293006.2473402411
1624,202129.01579932688
1625,131270.2042989434
1626,172792.33576851254
1627,186945.95863102993
1628,292749.21379109524
1629,176480.45943980885
1630,309888.7203550989
1631,210694.94329481036
1632,250779.0067192181
1633,169338.28791008823
1634,176688.41444224326
1635,179065.24043595398
1636,151001.33113663018
1637,170074.08568859712
1638,229824.22008246207
1639,182897.83997360646
1640,254831.1781558734
1641,183749.44991190624
1642,209984.79719205596
1643,221613.56574790567
1644,228178.58827201903
1645,180263.91608754388
1646,155212.70294368075
1647,163660.15964930432
1648,146167.8943333176
1649,139814.03692654692
1650,121974.62687839374
1651,125042.34645582548
1652,96009.63269812662
1653,100469.69216504168
1654,156063.81522597457
1655,155118.87017749686
1656,149187.5378100033
1657,154240.47487806273
1658,150817.89194074515
1659,145347.81349204434
1660,150381.23225745314
1661,421024.67804401193
1662,374253.0914546597
1663,394967.1523380259
1664,396326.7572689889
1665,318627.7708899728
1666,321319.8679843623
1667,352934.3315991923
1668,320583.38455747656
1669,302101.77893616684
1670,329360.0193413259
1671,263731.0868252325
1672,463071.4813944579
1673,296891.07178344385
1674,258023.06156846476
1675,187612.87181456838
1676,189625.581630266
1677,216247.8453940405
1678,462276.4456277804
1679,384798.81494983623
1680,314943.55313504394
1681,233071.09122154306
1682,303873.9448770841
1683,190366.8340012893
1684,178278.26067536653
1685,175071.37112361062
1686,172172.02222770237
1687,170570.42563388005
1688,186804.91216002018
1689,192244.2093964723
1690,183434.41758648492
1691,174713.8948470687
1692,268317.49016163906
1693,170584.5492315726
1694,179605.80130686684
1695,167927.14620287146
1696,268122.48948956054
1697,168341.329428763
1698,343313.4393758737
1699,329117.4676713909
1700,229913.18524125926
1701,250008.16444416193
1702,250601.1184778087
1703,248786.33381763747
1704,284185.22056099935
1705,210472.97888369468
1706,436920.0778489716
1707,222762.95295990247
1708,216838.62837023256
1709,281776.5500386248
1710,221094.49064033534
1711,266432.0720829462
1712,242751.0203054041
1713,258657.12039325497
1714,226792.0070946996
1715,197031.13041636045
1716,174665.87755180738
1717,167444.35793011397
1718,122801.05531013105
1719,203525.0134076624
1720,245309.13337264763
1721,169600.47658662897
1722,121086.4370531251
1723,154845.6148821726
1724,221228.30829012685
1725,228361.92580939687
1726,184513.30635999233
1727,172916.18597335697
1728,192788.8414303227
1729,171673.23602230774
1730,158892.69812653665
1731,124384.3076229403
1732,133065.17430245812
1733,128118.7866835197
1734,129790.57380408361
1735,132856.10338463212
1736,113895.81594273327
1737,364279.50224395905
1738,214236.2256817113
1739,275769.24892891815
1740,180102.02986154295
1741,177095.88786820552
1742,174310.77660748214
1743,174117.25016133304
1744,313773.48830291536
1745,241769.8448188012
1746,228158.4862719977
1747,217221.41575653013
1748,211341.75157108478
1749,164572.78456959696
1750,147883.61493320577
1751,228446.51040766478
1752,125166.25623333237
1753,138963.86740347627
1754,220987.22327895038
1755,164915.9053628476
1756,117710.22971953284
1757,120294.4455906104
1758,149657.03954812197
1759,171273.7259309145
1760,167773.097125018
1761,157608.82634238305
1762,175743.37321561584
1763,171286.41271741246
1764,116138.04865374562
1765,171032.05878481438
1766,164150.28238028195
1767,200622.17091746506
1768,140638.29858363653
1769,166518.2584403735
1770,136036.18432920869
1771,141767.25076809744
1772,134790.53745798496
1773,142194.7051577108
1774,125368.23612815823
1775,130886.07994391189
1776,123285.72190257456
1777,124452.80221930072
1778,129788.74585667225
1779,106330.46595995777
1780,183097.3055937422
1781,133172.10291963455
1782,102976.93871102676
1783,132567.70359513068
1784,94710.20599861456
1785,116125.1136351197
1786,145319.63351528798
1787,155554.6414101791
1788,59385.46965290787
1789,91114.03080687701
1790,87070.88000414257
1791,163444.54688801744
1792,155409.76717210523
1793,126350.81998289267
1794,143609.68831468362
1795,133525.15971141052
1796,113538.02354440192
1797,122014.81941934956
1798,119974.92195007595
1799,115604.17019925424
1800,130660.17269397753
1801,123924.20521063275
1802,152368.09072917933
1803,152664.7745719268
1804,140303.32338204165
1805,133671.17901324228
1806,121876.84098274756
1807,141463.50010310177
1808,114546.31829566527
1809,122044.35878112959
1810,138612.60857750717
1811,106384.2934662318
1812,128052.74746634797
1813,124269.89404147776
1814,105567.70943492223
1815,67169.71896131962
1816,97534.66181607847
1817,118171.72660741245
1818,125035.52523324768
1819,119989.58489505129
1820,72915.4423737507
1821,118706.8001118619
1822,137783.76889184897
1823,54363.35364419182
1824,131719.81006365537
1825,127638.26352845556
1826,98162.4420079102
1827,107699.8596479422
1828,129933.99335821223
1829,109994.07583667466
1830,141552.80286736888
1831,173775.5575341954
1832,101031.11682265621
1833,152351.67285677438
1834,133238.06785576596
1835,181541.2380206851
1836,116190.6671291996
1837,95679.57351247522
1838,135329.74865241902
1839,86362.11292418094
1840,162243.94876520958
1841,139610.53940409227
1842,85687.5338042608
1843,137623.82929171712
1844,133459.8069065886
1845,135563.71298468127
1846,153592.9488786457
1847,139022.85790319866
1848,66171.12346207793
1849,116471.17117772443
1850,133901.0804053101
1851,145357.44293158947
1852,130053.4887483829
1853,129356.91165407545
1854,184045.65340445194
1855,154613.79629864692
1856,217773.79308827166
1857,158692.40763013344
1858,145324.0089638241
1859,118560.3775789031
1860,161717.72323678705
1861,118560.3775789031
1862,274142.60498052114
1863,255569.00777262432
1864,255569.00777262432
1865,312302.6238610506
1866,314407.15597951284
1867,248735.8820945128
1868,296940.0279706223
1869,199843.35060723888
1870,256973.11076179353
1871,245879.55194687963
1872,174072.0435994761
1873,221296.07067268106
1874,138224.25492691147
1875,207317.3934819569
1876,184929.43399941456
1877,201737.72889148918
1878,198665.9215942568
1879,135082.536651366
1880,135943.42022231937
1881,239793.5907459064
1882,253827.49101607557
1883,203503.4520932173
1884,216170.78574036752
1885,242416.09993197545
1886,297446.35393251374
1887,197947.3483581661
1888,278805.7015749313
1889,160882.9106702568
1890,132600.40713731153
1891,143595.1972601521
1892,110731.72631674781
1893,138126.52476444576
1894,126970.24884415115
1895,148002.55953149486
1896,126891.3769544752
1897,109222.30486386766
1898,102523.30740034455
1899,133844.489054896
1900,153800.58080481677
1901,165790.2499376233
1902,138608.2898585403
1903,212428.30115976775
1904,133542.0080309282
1905,181268.575927602
1906,147819.2492789882
1907,195591.38415338442
1908,114611.87298600604
1909,129391.10503084166
1910,119907.77067678599
1911,200554.60862489897
1912,275365.5056589255
1913,132601.57043940577
1914,55047.74623660665
1915,332174.44696341804
1916,69156.79253500959
1917,262064.25199816507
1918,132869.78042560877
1919,158330.4322597609
1920,158374.797804224
1921,411904.33339538076
1922,325958.92275363766
1923,200081.33388841164
1924,230546.5129744189
1925,229887.82924217923
1926,395009.81264533347
1927,134786.6688873887
1928,160481.23887286172
1929,125406.12365951252
1930,118332.56268376939
1931,141282.8202341784
1932,140536.2414469889
1933,172557.0795748801
1934,180081.89278202833
1935,173054.877909127
1936,184522.40031737663
1937,179502.01586137206
1938,165831.93970870832
1939,251789.20070148574
1940,193031.37047483583
1941,179273.5269915162
1942,191470.56178440462
1943,189823.32747051862
1944,318675.52787209954
1945,357104.6359798465
1946,164543.21510358073
1947,289762.49572832754
1948,168574.78109940133
1949,254154.4988417726
1950,190894.83650497277
1951,262790.1975149908
1952,239460.35802628534
1953,162405.9830413186
1954,213991.15322002867
1955,132216.1815154071
1956,274316.10564348823
1957,160150.63982930643
1958,326128.06190682016
1959,138546.58616469783
1960,118849.29447721301
1961,115861.6604221873
1962,92393.73825999211
1963,104944.94287988755
1964,115404.546966246
1965,145955.22797036535
1966,161789.59439960774
1967,288544.69553840585
1968,350617.7808458284
1969,360534.9446044849
1970,407921.87256539514
1971,433857.6488985804
1972,350505.2726774818
1973,266293.30950917304
1974,331366.1776244373
1975,449597.68073218473
1976,279469.69331128936
1977,350016.9545426818
1978,357885.37847939704
1979,344416.1251653833
1980,198293.01297237395
1981,330811.10424736235
1982,214618.8246667738
1983,204286.9482437324
1984,167299.7206524604
1985,207791.39466446798
1986,213595.19546452322
1987,186481.74624123453
1988,178547.16057072612
1989,188650.29355338207
1990,217311.2524688332
1991,220795.46598757774
1992,209482.63035952538
1993,176405.61982600973
1994,236885.86366475088
1995,187346.69473395552
1996,246239.1239318581
1997,351831.3816734291
1998,349104.1572915184
1999,250758.02109779028
2000,303604.8416519234
2001,273559.51045751845
2002,241034.7955260686
2003,256523.87360697967
2004,273566.39315218374
2005,206559.49258496836
2006,224558.01100324347
2007,240491.19515708688
2008,223355.60804026952
2009,191131.76136056846
2010,190912.31483566432
2011,132657.2888668183
2012,182856.8174773968
2013,184156.97098016276
2014,186467.9154926486
2015,198422.2755642801
2016,191430.80912858577
2017,199395.0150261985
2018,123415.03934499464
2019,133277.39052923027
2020,118158.05264640074
2021,115715.00061885841
2022,174548.345933596
2023,156599.0081798159
2024,220400.54608547917
2025,327818.45560416556
2026,187260.94311413908
2027,152459.36386488838
2028,149888.3022323004
2029,168889.0470531126
2030,271291.7812467581
2031,230809.12081588517
2032,231535.53803921439
2033,259333.50264918714
2034,164846.8887845418
2035,200424.88679061385
2036,183535.3716532737
2037,184938.93182283116
2038,272552.34291244403
2039,203191.5481923412
2040,401767.37324899266
2041,268866.15866799746
2042,196712.02132290226
2043,170537.17217617802
2044,163997.92769235536
2045,216380.38411276866
2046,130789.15966385369
2047,153919.06213722483
2048,132753.9681624547
2049,132624.95969805543
2050,175424.1132275911
2051,102074.97226136335
2052,137609.749947964
2053,143018.4126577876
2054,87819.35735820582
2055,160387.9019592487
2056,120515.25309546864
2057,126853.26992914977
2058,213788.87657381548
2059,131682.23559464837
2060,156817.23345726656
2061,176814.57808324636
2062,138290.75265326892
2063,112208.17459205602
2064,143757.30417428873
2065,123750.6542345905
2066,175246.33604054948
2067,110918.35371050262
2068,132354.96009412702
2069,83614.09690205385
2070,109220.46204374274
2071,94223.47158971039
2072,141762.13502207812
2073,136948.00796810442
2074,185208.38980376368
2075,144772.73105440883
2076,121621.9858961772
2077,154591.65350288482
2078,129797.79712035874
2079,135909.680149837
2080,116137.54247311107
2081,129330.6841783067
2082,130628.47831060496
2083,147761.03421114516
2084,112761.67497366786
2085,133516.6971524985
2086,115354.95681591939
2087,121833.14363236395
2088,115800.36028338352
2089,90380.8073056976
2090,138121.09763979143
2091,119174.54752962332
2092,132081.96819181394
2093,139449.74154291226
2094,149288.21204763453
2095,142923.73449246873
2096,88044.97060381506
2097,93703.5218516437
2098,145554.76503701057
2099,65023.58249989085
2100,104587.3355800126
2101,118091.3063124923
2102,149122.3262653392
2103,100864.29456903864
2104,136089.93886969975
2105,126210.05938207234
2106,80631.3736347719
2107,237221.26512180004
2108,117234.20280451754
2109,118977.67195053548
2110,124706.4156336889
2111,152465.42237902508
2112,136566.1241256506
2113,112190.4745057132
2114,109038.20142973086
2115,139802.83288654985
2116,115489.81970668382
2117,143933.3642226661
2118,119797.73724053189
2119,104513.60667871966
2120,105458.73805012049
2121,108938.25150546871
2122,109032.79193235947
2123,87311.60820078728
2124,185972.95395291847
2125,136383.5743088448
2126,159548.03959516468
2127,145382.29116327426
2128,123397.55610744293
2129,96352.02628953393
2130,148182.47114747547
2131,148493.08510489395
2132,119971.54622373034
2133,120459.90306840299
2134,120580.09264931253
2135,103771.12545730782
2136,87768.19055627732
2137,111296.62312635941
2138,138395.73310158885
2139,156322.49765657083
2140,138714.92752540787
2141,127446.94515436933
2142,135953.55726828604
2143,139265.7083632903
2144,117792.46844755547
2145,133639.1857104865
2146,148444.722976724
2147,163811.00236849862
2148,136586.10154283824
2149,131794.02103299316
2150,234943.0331714787
2151,149458.56670774386
2152,154338.54300095965
2153,154062.59518439454
2154,113357.74532968334
2155,130329.4971511817
2156,215546.09610477672
2157,241325.18342601904
2158,228484.06828739497
2159,213538.64064780207
2160,174646.72788384193
2161,255431.90419888851
2162,444936.529984705
2163,327844.2176763677
2164,263760.7053597316
2165,174657.92752964716
2166,145697.12568595543
2167,202196.84008389228
2168,207097.1451864288
2169,197584.32102749753
2170,212385.35412793324
2171,137771.84691481706
2172,144400.91056189412
2173,159373.25897347872
2174,245729.69829929993
2175,297026.1846481599
2176,308732.7047556656
2177,260920.5742418802
2178,221241.93735484566
2179,144655.22844276493
2180,173492.5601944821
2181,193519.68747458162
2182,229757.75134267833
2183,197169.21298649994
2184,137662.89786477073
2185,124306.05890744887
2186,142920.9584021568
2187,148595.42327853863
2188,156062.09588884682
2189,176474.52703012963
2190,80508.31960765646
2191,88838.70233042496
2192,99939.5520721027
2193,93878.99987366411
2194,100723.34047769054
2195,111700.40485319271
2196,104300.90340108183
2197,118095.5415742288
2198,149303.90569658272
2199,159043.311599555
2200,135238.88680189874
2201,143227.4903794976
2202,186840.84691087078
2203,156594.04056529564
2204,161704.24122584786
2205,118463.00154734506
2206,122306.22227736162
2207,214841.38730424768
2208,225413.4894074949
2209,181774.23232912828
2210,118388.75427271271
2211,117160.75270462153
2212,108909.97659220542
2213,106822.22100825926
2214,133736.8103663217
2215,104500.8995149132
2216,148624.69233277848
2217,72321.39261771906
2218,84223.85338602374
2219,54698.63784384186
2220,69763.07210964026
2221,325172.20576935227
2222,259422.1270106185
2223,277870.8067495355
2224,223089.23889202805
2225,132970.3488831313
2226,173956.39258664672
2227,195262.0448879715
2228,268848.8085250509
2229,249591.67535579772
2230,159655.17358957234
2231,215873.7934692452
2232,173462.3976377325
2233,174547.99187756245
2234,230854.92870448987
2235,193327.3551257462
2236,261617.66531306252
2237,330480.758156615
2238,203997.07598679
2239,121680.83922902492
2240,161721.1610342462
2241,145566.1174295103
2242,135335.60196240034
2243,130847.79934106462
2244,96974.11319913226
2245,87783.30130620563
2246,136391.7770864406
2247,103766.05042035224
2248,124990.68741755455
2249,127236.3344250482
